customer_id,age,region,employment_type,industry,vintage,annual_income,bureau_score,dti,utilization,ltv,ead,lgd_actual,pd_score,default_flag
2181,28,South,Salaried,Retail,2025Q3,55589.0,801.0,26.34,56.55,63.4,53057.0,0.3231,0.23996,0
2182,55,North,Salaried,Healthcare,2025Q2,81688.0,808.0,45.64,47.59,46.15,39013.0,0.2537,0.24673,0
2183,22,North,SelfEmployed,Manufacturing,2024Q4,80933.0,717.0,55.17,91.61,83.41,117130.0,0.264,0.82687,0
2184,53,South,SelfEmployed,IT,2025Q2,79302.0,699.0,26.47,86.15,47.06,95676.0,0.1643,0.54037,0
2185,32,East,Salaried,Healthcare,2025Q1,120600.0,711.0,62.24,76.78,79.95,43757.0,0.2157,0.80154,0
2186,42,West,Business,Manufacturing,2025Q2,79496.0,759.0,16.55,10.13,69.04,81468.0,0.4142,0.10087,0
2187,33,West,Salaried,Construction,2025Q4,76752.0,735.0,22.46,41.18,61.22,117342.0,0.4728,0.23911,0
2188,30,West,Salaried,Healthcare,2025Q4,62991.0,723.0,68.23,67.64,73.71,90452.0,0.3507,0.76104,0
2189,37,West,Salaried,Manufacturing,2025Q1,59379.0,786.0,18.08,7.67,82.48,6885.0,0.4608,0.09826,0
2190,63,East,Salaried,IT,2025Q2,89801.0,772.0,63.29,26.22,91.76,368050.0,0.4637,0.46332,0
2191,25,South,Salaried,Healthcare,2025Q3,68254.0,657.0,52.24,84.88,54.56,106555.0,0.3123,0.79408,0
2192,29,West,Salaried,Transport,2025Q2,75302.0,759.0,14.39,16.68,92.09,160547.0,0.4805,0.14925,0
2193,33,East,Salaried,Manufacturing,2025Q4,84954.0,773.0,39.02,9.62,92.85,44101.0,0.3305,0.2171,0
2194,43,East,Salaried,Healthcare,2025Q4,81592.0,725.0,41.14,57.25,84.75,38036.0,0.2985,0.55831,0
2195,50,North,SelfEmployed,IT,2024Q4,83374.0,743.0,65.93,90.18,88.48,50455.0,0.3603,0.84761,0
2196,63,South,Salaried,Healthcare,2025Q4,83283.0,693.0,35.27,80.12,78.08,296589.0,0.1809,0.68728,0
2197,24,South,Salaried,Healthcare,2024Q4,95615.0,644.0,36.81,92.73,42.15,58541.0,0.3456,0.73196,0
2198,41,West,SelfEmployed,Transport,2025Q4,146026.0,814.0,16.75,72.82,71.63,69943.0,0.073,0.26638,0
2199,63,South,Business,Manufacturing,2025Q4,110733.0,636.0,48.35,44.36,81.1,268183.0,0.431,0.68684,0
2200,29,South,Business,Retail,2025Q3,70943.0,802.0,22.65,90.2,91.79,56804.0,0.1947,0.49791,0
2201,27,West,Salaried,Healthcare,2024Q4,110388.0,706.0,14.65,43.4,71.37,73938.0,0.3492,0.27764,0
2202,36,North,Salaried,Retail,2024Q4,53655.0,779.0,69.82,36.51,83.68,28912.0,0.5281,0.53333,0
2203,43,South,Salaried,Construction,2025Q4,65844.0,711.0,26.18,45.34,78.78,285367.0,0.3586,0.37998,0
2204,43,North,Salaried,Healthcare,2024Q4,97672.0,762.0,18.46,78.26,55.44,42981.0,0.1228,0.34289,1
2205,51,East,Business,Retail,2025Q4,96897.0,735.0,51.97,87.59,48.51,64816.0,0.3655,0.66798,0
2206,25,West,Salaried,Construction,2025Q4,95038.0,673.0,59.3,37.19,81.3,7047.0,0.3193,0.65539,1
2207,26,South,Salaried,Transport,2025Q2,65243.0,717.0,13.84,46.6,52.86,64898.0,0.4618,0.21998,0
2208,21,West,Salaried,Manufacturing,2024Q4,65414.0,702.0,16.32,85.85,53.46,69284.0,0.3364,0.48019,0
2209,68,South,Salaried,Healthcare,2025Q1,83279.0,745.0,15.41,9.23,75.42,54635.0,0.4838,0.11522,0
2210,48,West,SelfEmployed,Manufacturing,2024Q4,73693.0,718.0,12.82,75.55,83.4,21654.0,0.4023,0.47052,1
2211,38,West,Salaried,Construction,2024Q4,102204.0,726.0,49.57,45.88,72.03,107123.0,0.455,0.50213,0
2212,44,West,Salaried,Manufacturing,2025Q3,73067.0,654.0,45.3,38.89,88.67,19338.0,0.3388,0.6301,1
2213,33,North,Salaried,Manufacturing,2025Q1,72330.0,640.0,49.77,45.22,51.63,22932.0,0.504,0.59398,0
2214,53,West,Salaried,IT,2025Q1,39354.0,714.0,40.34,42.68,53.88,60958.0,0.2886,0.37155,0
2215,30,East,Salaried,Construction,2025Q3,101883.0,720.0,59.05,73.1,75.03,170774.0,0.1301,0.74355,0
2216,27,South,Salaried,Manufacturing,2025Q3,88059.0,652.0,42.8,88.52,85.62,70719.0,0.2186,0.84075,0
2217,57,West,Salaried,Retail,2024Q4,22850.0,741.0,65.12,49.23,69.66,90088.0,0.3645,0.59821,1
2218,52,South,SelfEmployed,Construction,2025Q2,91125.0,744.0,39.14,79.95,40.57,45708.0,0.3825,0.4827,0
2219,65,West,Business,IT,2025Q3,69971.0,719.0,57.44,70.88,77.23,45641.0,0.3686,0.73201,0
2220,42,North,Business,Healthcare,2025Q1,99399.0,711.0,34.44,34.76,84.75,135520.0,0.4962,0.39809,0
2221,36,East,Business,Transport,2025Q1,77372.0,640.0,36.11,57.86,55.21,173265.0,0.3727,0.58315,0
2222,44,South,Salaried,Manufacturing,2024Q4,59891.0,639.0,60.94,65.01,42.98,159128.0,0.3895,0.74712,0
2223,34,North,Salaried,Retail,2025Q2,123226.0,732.0,16.46,7.11,68.49,112599.0,0.4676,0.11358,0
2224,31,North,Salaried,IT,2025Q4,119299.0,664.0,43.9,40.64,42.32,91994.0,0.1488,0.43828,0
2225,39,North,SelfEmployed,Construction,2025Q3,75358.0,668.0,53.58,94.34,62.88,26784.0,0.4368,0.84057,0
2226,43,South,Business,Transport,2025Q3,89316.0,725.0,55.03,62.35,40.98,49136.0,0.508,0.53037,0
2227,54,South,SelfEmployed,Transport,2024Q4,68519.0,822.0,45.49,35.08,52.37,44372.0,0.4361,0.19012,0
2228,60,East,Salaried,Manufacturing,2025Q2,37338.0,688.0,36.88,27.5,61.39,76886.0,0.3878,0.33397,0
2229,33,South,Business,IT,2025Q1,112942.0,823.0,25.65,23.85,46.14,126107.0,0.4463,0.08133,1
2230,59,South,Salaried,IT,2025Q1,60056.0,706.0,64.57,41.15,46.28,57749.0,0.0925,0.52832,0
2231,64,East,Salaried,Retail,2025Q4,111839.0,741.0,32.19,22.39,85.49,12769.0,0.3344,0.26497,0
2232,48,North,Salaried,Healthcare,2025Q1,97431.0,763.0,57.94,17.17,42.28,176930.0,0.1942,0.23134,0
2233,60,West,Salaried,Healthcare,2025Q3,87179.0,767.0,11.9,37.77,77.89,39020.0,0.396,0.17296,1
2234,36,West,Salaried,Healthcare,2025Q4,78977.0,729.0,23.93,59.63,84.8,40552.0,0.2295,0.43817,0
2235,48,East,Salaried,Transport,2025Q2,97536.0,697.0,30.74,18.18,47.19,114851.0,0.452,0.19867,0
2236,24,East,Salaried,Transport,2025Q4,56740.0,756.0,50.29,8.99,50.75,50964.0,0.3001,0.19007,0
2237,48,West,Salaried,Construction,2025Q2,113360.0,733.0,29.16,8.12,75.28,74363.0,0.1956,0.1737,0
2238,32,North,SelfEmployed,Transport,2025Q1,83580.0,686.0,12.48,29.06,57.36,92322.0,0.2367,0.19361,0
2239,36,North,Salaried,Transport,2024Q4,117376.0,787.0,20.43,22.11,66.2,81216.0,0.1924,0.11495,0
2240,69,North,Salaried,IT,2025Q4,76942.0,735.0,25.55,53.53,85.98,61358.0,0.3458,0.4045,0
2241,56,West,SelfEmployed,Construction,2025Q4,83563.0,669.0,20.56,46.01,47.59,79774.0,0.424,0.31664,0
2242,40,North,Business,IT,2025Q3,86597.0,662.0,22.22,34.23,74.08,372283.0,0.2726,0.36233,0
2243,46,East,Salaried,Retail,2025Q3,94400.0,818.0,56.14,80.02,91.83,181110.0,0.1749,0.65025,1
2244,46,West,Salaried,Retail,2025Q2,125272.0,683.0,34.72,50.45,43.16,143242.0,0.3483,0.39818,0
2245,42,West,Salaried,Construction,2024Q4,69048.0,751.0,34.31,13.24,43.3,102370.0,0.3457,0.12994,0
2246,29,South,Salaried,Construction,2025Q3,76802.0,731.0,68.0,31.62,70.51,238956.0,0.2901,0.53549,0
2247,25,North,Salaried,Transport,2025Q3,79519.0,750.0,36.8,92.6,92.8,143928.0,0.2558,0.71398,0
2248,37,West,SelfEmployed,Retail,2025Q1,22114.0,815.0,65.66,92.93,52.13,193996.0,0.5036,0.65784,0
2249,69,East,Salaried,Manufacturing,2025Q1,66127.0,765.0,27.94,27.92,58.19,198856.0,0.2789,0.16665,0
2250,54,North,SelfEmployed,Healthcare,2025Q3,67754.0,756.0,34.04,20.05,45.43,125360.0,0.1771,0.14881,0
2251,22,North,SelfEmployed,Transport,2025Q2,145953.0,699.0,33.78,49.61,59.92,113063.0,0.3394,0.41559,0
2252,27,West,Business,Healthcare,2024Q4,86462.0,673.0,42.76,48.33,42.44,62113.0,0.4133,0.46014,0
2253,56,East,Salaried,Retail,2025Q3,92337.0,843.0,45.05,41.91,61.4,302150.0,0.4053,0.21014,0
2254,33,West,Business,Healthcare,2025Q2,43283.0,708.0,24.89,52.64,70.55,74662.0,0.1581,0.39159,0
2255,40,West,Salaried,Manufacturing,2025Q2,78432.0,704.0,57.62,25.9,93.63,35492.0,0.4961,0.56149,0
2256,50,East,Salaried,Manufacturing,2025Q3,103402.0,726.0,39.79,15.34,85.01,100025.0,0.3752,0.29848,0
2257,50,South,Salaried,IT,2025Q2,142916.0,721.0,10.42,56.34,85.21,67348.0,0.4185,0.33966,1
2258,31,South,Salaried,Construction,2025Q4,62893.0,798.0,45.48,88.93,52.55,37900.0,0.6682,0.52377,1
2259,51,South,SelfEmployed,Healthcare,2025Q2,34611.0,740.0,57.88,17.4,44.8,39480.0,0.4411,0.27408,0
2260,23,South,Salaried,Manufacturing,2025Q3,60616.0,638.0,25.03,68.43,73.17,78663.0,0.4186,0.63543,0
2261,22,West,Salaried,Construction,2025Q2,60717.0,674.0,12.27,44.41,68.66,82103.0,0.3229,0.31402,0
2262,68,East,Salaried,Construction,2025Q3,60951.0,711.0,58.43,31.46,68.41,28213.0,0.3494,0.49519,0
2263,23,West,Salaried,IT,2025Q1,102688.0,766.0,68.58,81.78,46.0,57493.0,0.2055,0.68145,0
2264,35,South,Salaried,Construction,2025Q3,88570.0,626.0,14.59,46.08,67.16,147530.0,0.3601,0.42223,1
2265,37,East,SelfEmployed,Construction,2025Q2,51790.0,737.0,66.28,57.5,48.27,12263.0,0.5451,0.58726,0
2266,68,East,Salaried,Transport,2025Q3,115405.0,750.0,31.56,44.88,63.22,61700.0,0.4012,0.29215,0
2267,27,East,Salaried,Retail,2024Q4,127326.0,759.0,66.49,12.31,43.42,74763.0,0.6176,0.26609,0
2268,68,East,Salaried,IT,2025Q3,37375.0,706.0,48.93,58.54,87.13,116188.0,0.4136,0.66677,0
2269,25,North,Salaried,IT,2025Q3,109441.0,768.0,63.41,42.7,40.72,63191.0,0.3836,0.38676,0
2270,54,South,Salaried,Healthcare,2024Q4,75747.0,665.0,57.15,12.81,91.66,55762.0,0.3334,0.54692,0
2271,53,North,Salaried,Construction,2024Q4,56450.0,762.0,11.68,58.62,87.46,112166.0,0.5866,0.29564,0
2272,65,South,Business,Healthcare,2024Q4,43620.0,707.0,13.93,5.89,81.39,70558.0,0.2943,0.14592,0
2273,36,South,Salaried,Transport,2025Q4,68680.0,712.0,41.54,23.77,94.04,252057.0,0.2628,0.41393,0
2274,57,East,Salaried,Manufacturing,2025Q3,66954.0,712.0,17.78,75.3,42.96,113001.0,0.2442,0.36962,0
2275,23,West,Salaried,Construction,2024Q4,83687.0,746.0,37.66,8.41,75.29,129308.0,0.6214,0.19837,0
2276,67,East,SelfEmployed,Manufacturing,2024Q4,133651.0,649.0,67.28,63.2,86.71,77095.0,0.3677,0.85878,0
2277,68,East,Salaried,Retail,2025Q1,67302.0,759.0,27.69,90.47,46.96,272705.0,0.3601,0.45694,0
2278,63,South,Salaried,Transport,2025Q4,44836.0,758.0,39.33,20.41,72.16,49417.0,0.4125,0.23317,0
2279,41,East,SelfEmployed,Construction,2025Q3,71746.0,693.0,33.06,42.54,61.67,32716.0,0.3198,0.38528,0
2280,61,North,Salaried,Healthcare,2025Q2,106050.0,710.0,47.79,56.79,63.97,68485.0,0.2584,0.55775,0
2281,28,South,Salaried,Healthcare,2025Q4,73808.0,663.0,21.63,45.54,90.19,60851.0,0.2526,0.48459,0
2282,42,South,Salaried,Construction,2025Q4,96287.0,646.0,25.6,60.83,69.63,66381.0,0.2485,0.56554,0
2283,25,South,Salaried,Healthcare,2025Q1,84250.0,721.0,61.53,41.37,45.13,291949.0,0.1098,0.47255,0
2284,37,North,Salaried,Construction,2025Q3,81529.0,721.0,58.68,18.37,91.55,42037.0,0.3571,0.48077,0
2285,57,North,Salaried,IT,2025Q3,119681.0,691.0,57.35,13.01,50.19,70062.0,0.163,0.34683,0
2286,34,South,Salaried,Healthcare,2024Q4,55797.0,641.0,56.26,72.0,89.1,23316.0,0.4159,0.85741,0
2287,59,West,Salaried,Construction,2024Q4,53984.0,735.0,37.57,26.48,93.4,275157.0,0.4503,0.35636,0
2288,61,South,Salaried,Construction,2025Q4,57280.0,690.0,53.73,81.27,88.28,14376.0,0.2777,0.82447,1
2289,48,South,Business,Healthcare,2025Q1,88633.0,669.0,33.23,71.87,77.24,80915.0,0.3904,0.66866,0
2290,51,North,SelfEmployed,IT,2025Q3,81336.0,780.0,16.04,9.45,80.9,28599.0,0.4372,0.09882,0
2291,37,East,SelfEmployed,Healthcare,2025Q1,97753.0,656.0,33.6,23.11,78.49,27600.0,0.5306,0.40426,0
2292,55,South,Salaried,Construction,2025Q2,78099.0,741.0,19.52,31.28,65.33,39401.0,0.3032,0.18547,0
2293,60,North,Salaried,IT,2025Q3,75110.0,628.0,33.45,58.5,55.09,33798.0,0.1805,0.59202,0
2294,42,South,Salaried,Manufacturing,2024Q4,88229.0,631.0,27.85,77.88,55.68,88306.0,0.2413,0.6614,0
2295,65,North,Salaried,Retail,2025Q4,122411.0,737.0,45.95,10.43,80.21,29954.0,0.1506,0.2789,0
2296,68,North,Business,Healthcare,2025Q1,50943.0,692.0,31.69,27.46,74.43,151488.0,0.4072,0.33666,0
2297,49,North,Salaried,Transport,2024Q4,56996.0,646.0,52.34,38.86,72.17,185896.0,0.05,0.63607,0
2298,30,North,Salaried,Construction,2025Q4,81027.0,762.0,40.73,21.5,75.89,232797.0,0.2297,0.24972,0
2299,38,North,Salaried,IT,2024Q4,130812.0,730.0,65.17,54.08,82.61,25054.0,0.3514,0.69058,0
2300,55,South,Salaried,IT,2025Q3,53209.0,593.0,15.46,48.02,81.16,42296.0,0.2206,0.55922,1
2301,64,West,Salaried,Manufacturing,2025Q1,79750.0,763.0,51.26,33.48,45.8,52204.0,0.2468,0.28086,1
2302,36,East,Salaried,Healthcare,2025Q2,58065.0,651.0,50.34,51.52,59.97,49245.0,0.4495,0.64243,0
2303,69,South,Salaried,Transport,2024Q4,89954.0,616.0,67.04,37.02,54.52,128193.0,0.2156,0.71626,0
2304,27,South,SelfEmployed,IT,2025Q1,28393.0,665.0,32.29,35.89,69.6,91362.0,0.2951,0.42338,0
2305,50,West,Salaried,Manufacturing,2025Q3,54096.0,708.0,28.33,28.89,43.38,38195.0,0.4615,0.20767,0
2306,39,South,Business,Construction,2024Q4,111959.0,714.0,20.34,53.64,81.94,60016.0,0.3053,0.39324,1
2307,43,North,SelfEmployed,Manufacturing,2025Q3,80233.0,620.0,25.92,44.97,45.86,71454.0,0.6385,0.43266,0
2308,28,East,Salaried,Healthcare,2025Q2,61366.0,632.0,40.11,22.67,54.93,64854.0,0.4814,0.40994,0
2309,37,North,SelfEmployed,Manufacturing,2025Q2,78855.0,668.0,60.26,6.17,83.05,43679.0,0.4878,0.49066,1
2310,41,South,Salaried,IT,2025Q4,78418.0,672.0,27.06,18.58,42.84,33633.0,0.1834,0.20514,0
2311,46,South,Business,IT,2025Q4,94020.0,752.0,19.46,8.86,76.31,123749.0,0.3382,0.1229,0
2312,48,West,Salaried,Retail,2025Q4,28105.0,687.0,26.33,43.84,90.85,31958.0,0.3159,0.46269,0
2313,59,South,Salaried,Manufacturing,2025Q3,54083.0,751.0,16.06,25.26,73.97,120025.0,0.3011,0.15656,0
2314,53,East,Salaried,Construction,2025Q4,56128.0,770.0,65.6,42.84,79.2,86375.0,0.2857,0.54112,0
2315,60,West,Salaried,Transport,2025Q1,95736.0,741.0,62.36,34.65,83.57,40168.0,0.3338,0.54143,0
2316,39,North,Business,Transport,2025Q3,79842.0,541.0,28.51,53.42,52.22,104526.0,0.0618,0.67848,1
2317,49,South,Salaried,Healthcare,2025Q3,116015.0,693.0,24.82,70.15,71.95,44299.0,0.2388,0.53279,0
2318,40,South,Salaried,Retail,2025Q4,100729.0,701.0,64.32,48.14,57.0,108629.0,0.5519,0.61806,0
2319,40,South,Salaried,Manufacturing,2025Q4,71352.0,707.0,10.11,10.58,53.72,42148.0,0.2857,0.10132,0
2320,30,South,Business,Construction,2025Q3,78761.0,595.0,46.03,6.58,50.59,78933.0,0.2715,0.41105,0
2321,32,West,Salaried,Retail,2025Q2,112347.0,668.0,64.96,24.19,72.2,70670.0,0.3422,0.59695,0
2322,53,East,Salaried,IT,2025Q2,115830.0,635.0,40.51,43.25,83.7,47422.0,0.3538,0.6391,0
2323,45,East,Salaried,Healthcare,2025Q4,77608.0,659.0,10.18,9.04,88.17,58662.0,0.0797,0.2111,0
2324,45,South,SelfEmployed,Manufacturing,2025Q2,55374.0,696.0,23.13,34.5,63.57,46610.0,0.3669,0.27763,0
2325,24,West,Salaried,Transport,2025Q1,27478.0,669.0,65.35,84.83,60.51,165977.0,0.4158,0.85007,0
2326,24,West,Salaried,Construction,2025Q1,27472.0,663.0,11.02,13.1,77.8,44789.0,0.4206,0.2011,0
2327,29,West,Salaried,IT,2025Q1,91802.0,699.0,33.69,90.37,82.92,69574.0,0.2374,0.7351,0
2328,35,North,SelfEmployed,Retail,2025Q3,91300.0,683.0,57.38,82.1,53.93,16923.0,0.5349,0.772,0
2329,46,East,Salaried,Healthcare,2025Q3,63115.0,721.0,60.29,79.86,56.35,45203.0,0.5213,0.7276,0
2330,35,North,Salaried,Retail,2025Q3,112537.0,687.0,38.66,82.73,69.34,114047.0,0.5108,0.70531,1
2331,46,South,Salaried,Transport,2025Q3,74826.0,624.0,23.95,12.2,64.44,101971.0,0.4445,0.28904,0
2332,48,North,SelfEmployed,Retail,2025Q3,65290.0,653.0,45.98,18.61,78.82,99260.0,0.3083,0.47516,0
2333,27,East,Business,Construction,2025Q4,109279.0,692.0,25.83,17.09,67.75,71670.0,0.3505,0.22841,0
2334,52,East,Salaried,IT,2025Q2,105964.0,685.0,25.32,15.01,46.14,87223.0,0.5208,0.17421,1
2335,32,North,Salaried,Manufacturing,2025Q4,78710.0,632.0,58.46,34.49,49.13,200877.0,0.0763,0.59746,0
2336,55,South,Salaried,Construction,2025Q2,92938.0,747.0,19.26,79.72,89.6,38291.0,0.2623,0.50926,0
2337,52,South,Salaried,Transport,2025Q4,96093.0,727.0,10.33,27.68,52.51,172549.0,0.4051,0.12698,0
2338,29,South,Salaried,Healthcare,2025Q1,134382.0,677.0,30.21,26.98,42.75,39452.0,0.3227,0.25093,0
2339,34,North,Salaried,Transport,2024Q4,76724.0,701.0,39.46,65.83,80.23,90390.0,0.302,0.62831,0
2340,33,South,Salaried,Transport,2025Q3,50503.0,651.0,52.3,13.72,77.62,40153.0,0.5451,0.49204,0
2341,64,West,Business,Retail,2024Q4,95637.0,757.0,56.87,37.43,73.0,132372.0,0.4503,0.44555,0
2342,53,North,Salaried,Healthcare,2024Q4,81555.0,824.0,49.81,31.59,67.62,29681.0,0.4654,0.23291,1
2343,52,North,Salaried,Construction,2025Q1,82808.0,675.0,47.59,81.26,93.33,36194.0,0.2573,0.82674,0
2344,39,South,Salaried,Transport,2024Q4,79219.0,777.0,49.94,51.31,46.59,67600.0,0.2834,0.34554,0
2345,50,West,Salaried,Construction,2024Q4,40217.0,663.0,26.29,63.18,68.06,42130.0,0.3981,0.54685,0
2346,36,East,Salaried,Manufacturing,2025Q1,86534.0,681.0,32.94,16.61,71.02,44478.0,0.4019,0.2938,0
2347,32,East,Salaried,Retail,2025Q2,71021.0,789.0,46.99,88.6,41.24,67329.0,0.572,0.5081,0
2348,30,South,Salaried,Construction,2025Q4,72273.0,703.0,13.93,34.02,62.66,30462.0,0.3945,0.21101,0
2349,22,East,SelfEmployed,Healthcare,2024Q4,70046.0,748.0,27.72,68.62,83.05,79986.0,0.5491,0.47764,0
2350,38,North,Business,Transport,2025Q3,79020.0,695.0,34.39,90.92,65.91,94628.0,0.4281,0.69671,0
2351,33,East,Salaried,Manufacturing,2025Q1,86511.0,611.0,42.01,50.78,88.14,24291.0,0.3225,0.74364,0
2352,49,West,Salaried,Healthcare,2024Q4,79267.0,839.0,39.19,50.68,75.46,86762.0,0.2567,0.26233,0
2353,44,East,Salaried,Retail,2025Q2,108870.0,698.0,53.09,15.55,82.13,84305.0,0.4465,0.43262,0
2354,58,West,Salaried,Manufacturing,2025Q2,98904.0,719.0,38.41,40.12,84.25,99283.0,0.3059,0.44282,0
2355,32,East,Salaried,Manufacturing,2025Q3,78172.0,670.0,64.25,81.72,77.92,79302.0,0.3364,0.8678,1
2356,49,North,SelfEmployed,Manufacturing,2024Q4,54116.0,753.0,32.82,17.16,81.22,93544.0,0.251,0.21561,0
2357,42,West,Business,Transport,2025Q3,94513.0,749.0,41.52,87.58,78.24,93328.0,0.3505,0.67212,0
2358,56,North,Business,IT,2025Q2,72127.0,624.0,10.19,65.06,70.28,86836.0,0.4212,0.52287,0
2359,21,South,Salaried,Manufacturing,2025Q2,75731.0,719.0,28.63,42.89,71.16,94910.0,0.3014,0.34144,0
2360,63,North,SelfEmployed,Healthcare,2025Q4,47033.0,758.0,61.99,54.18,50.44,215086.0,0.2645,0.5013,0
2361,60,North,SelfEmployed,Healthcare,2025Q2,90339.0,776.0,30.01,18.54,85.51,182912.0,0.358,0.18824,0
2362,54,South,Salaried,Retail,2025Q1,144835.0,746.0,25.19,24.57,57.17,67535.0,0.4061,0.16289,1
2363,54,South,Salaried,Construction,2025Q4,67343.0,750.0,42.61,30.78,69.47,47253.0,0.3488,0.30718,0
2364,68,South,SelfEmployed,Construction,2025Q3,95565.0,680.0,14.72,39.64,53.73,177961.0,0.5771,0.24902,1
2365,53,East,Salaried,IT,2025Q2,111146.0,642.0,41.9,87.4,78.27,362884.0,0.3621,0.82873,0
2366,24,North,Salaried,Transport,2025Q1,66926.0,693.0,28.22,38.08,93.63,71697.0,0.412,0.44027,0
2367,58,North,Salaried,Transport,2025Q4,20000.0,641.0,32.99,52.15,84.11,103755.0,0.456,0.62845,0
2368,50,East,Salaried,Manufacturing,2025Q1,97388.0,669.0,57.48,19.58,74.05,58222.0,0.3976,0.51748,0
2369,66,South,Salaried,IT,2025Q4,81983.0,669.0,49.72,71.24,71.21,106058.0,0.2339,0.74884,0
2370,40,East,Business,Retail,2025Q4,87783.0,658.0,36.77,55.43,66.94,18258.0,0.2509,0.58093,0
2371,46,East,Salaried,Retail,2025Q4,81372.0,739.0,44.65,44.59,51.27,50661.0,0.2175,0.35646,0
2372,35,West,Salaried,Construction,2025Q3,108995.0,654.0,56.01,90.25,59.14,121361.0,0.1916,0.84412,0
2373,27,East,Salaried,Retail,2025Q4,77562.0,811.0,54.75,85.16,62.35,39637.0,0.3828,0.57908,0
2374,27,South,Salaried,Manufacturing,2025Q4,134272.0,764.0,21.12,64.36,91.95,107817.0,0.4988,0.40288,0
2375,49,East,Salaried,Healthcare,2025Q1,97451.0,775.0,28.06,87.96,63.41,105248.0,0.4362,0.47214,1
2376,43,South,Salaried,Retail,2025Q4,105287.0,672.0,30.89,55.83,72.24,109688.0,0.4345,0.53231,1
2377,54,South,Salaried,IT,2025Q3,80164.0,721.0,21.25,79.42,90.73,51270.0,0.2269,0.57836,0
2378,40,West,Salaried,Manufacturing,2025Q1,87771.0,653.0,10.73,41.85,68.51,124950.0,0.4092,0.32624,0
2379,35,South,Salaried,Retail,2025Q4,37759.0,722.0,20.44,12.81,53.83,266704.0,0.4135,0.12621,0
2380,53,West,Salaried,Transport,2025Q1,65575.0,613.0,58.49,94.47,60.96,51869.0,0.5511,0.90281,0
2381,37,West,Salaried,Retail,2025Q3,106941.0,768.0,42.76,19.91,60.65,45756.0,0.3905,0.20469,0
2382,40,West,Salaried,Transport,2025Q1,78328.0,675.0,30.5,27.64,79.31,64911.0,0.5586,0.37737,0
2383,33,West,Business,Manufacturing,2025Q3,51878.0,727.0,46.5,19.68,56.29,88665.0,0.365,0.27251,0
2384,64,South,Salaried,Retail,2025Q2,62895.0,737.0,54.39,35.37,80.17,35557.0,0.4038,0.48091,0
2385,44,South,Salaried,Transport,2025Q4,62693.0,680.0,31.27,31.04,88.91,53206.0,0.4898,0.4283,1
2386,67,East,Salaried,Healthcare,2025Q3,79027.0,666.0,37.96,59.1,58.48,202607.0,0.38,0.56584,1
2387,57,South,Salaried,Construction,2025Q4,59145.0,703.0,13.85,94.68,47.44,161972.0,0.1683,0.49179,0
2388,27,East,Business,Manufacturing,2025Q3,115577.0,754.0,45.83,9.73,75.12,36551.0,0.2309,0.23351,0
2389,28,East,Salaried,Transport,2024Q4,85205.0,702.0,31.38,75.06,59.85,269989.0,0.6698,0.54994,0
2390,43,East,Salaried,IT,2024Q4,45112.0,743.0,36.01,16.52,69.37,54125.0,0.362,0.21225,0
2391,34,South,Salaried,Retail,2024Q4,118404.0,754.0,35.36,6.79,74.88,92487.0,0.4334,0.17138,0
2392,24,North,Salaried,Transport,2025Q3,78855.0,699.0,47.94,62.47,62.43,75295.0,0.2222,0.60855,0
2393,41,South,SelfEmployed,Transport,2025Q4,92650.0,704.0,44.35,83.6,90.86,139113.0,0.3908,0.77779,1
2394,66,North,Salaried,Transport,2024Q4,87669.0,718.0,35.33,20.87,61.98,32847.0,0.5096,0.24417,0
2395,30,West,Salaried,Construction,2025Q4,90436.0,773.0,11.02,35.75,56.91,50565.0,0.1258,0.11869,0
2396,42,South,Salaried,IT,2025Q3,71412.0,691.0,47.26,20.19,88.71,38495.0,0.3751,0.45615,0
2397,50,North,Salaried,IT,2025Q4,88269.0,773.0,62.77,86.59,47.5,34910.0,0.3741,0.66368,0
2398,50,North,SelfEmployed,Healthcare,2025Q4,76269.0,724.0,56.17,29.33,46.83,43475.0,0.3888,0.36094,0
2399,36,East,Salaried,Construction,2024Q4,89053.0,669.0,68.9,45.02,91.46,40736.0,0.604,0.78727,0
2400,31,East,Salaried,Transport,2025Q1,75357.0,708.0,18.34,85.53,51.49,114570.0,0.3185,0.47487,0
2401,42,South,Salaried,Manufacturing,2025Q2,72749.0,648.0,23.35,54.76,48.16,55761.0,0.2935,0.42679,1
2402,49,North,Salaried,Construction,2025Q3,43449.0,636.0,42.36,88.96,69.43,61226.0,0.3291,0.82468,0
2403,45,South,Salaried,Construction,2025Q3,79870.0,743.0,24.15,88.38,42.57,20240.0,0.6341,0.43185,0
2404,34,South,Salaried,IT,2025Q3,85615.0,754.0,12.07,46.54,74.1,146060.0,0.369,0.21522,0
2405,34,East,Salaried,Healthcare,2025Q2,126222.0,708.0,34.14,57.41,64.91,22054.0,0.4194,0.46697,0
2406,22,East,Salaried,Healthcare,2025Q1,91984.0,713.0,27.26,25.73,75.22,78185.0,0.0747,0.26665,0
2407,33,South,Salaried,Construction,2025Q4,61883.0,678.0,25.83,94.15,55.62,185362.0,0.3635,0.65396,0
2408,23,North,Business,Construction,2025Q3,54633.0,719.0,67.19,30.05,89.8,214513.0,0.3293,0.61282,1
2409,50,West,Salaried,Retail,2025Q4,86686.0,819.0,24.31,75.5,54.88,27767.0,0.3611,0.2666,0
